Order Id;Shipping Mode;Delivery Status;Late_delivery_risk;Days for shipping (real);Days for shipment (scheduled);shipping date (DateOrders)
44094;Second Class;Late delivery;1;5;2;10/10/2016 15:44
44086;Standard Class;Advance shipping;0;2;4;10/7/2016 12:56
44064;Second Class;Late delivery;1;5;2;10/10/2016 5:13
44063;Second Class;Late delivery;1;4;2;10/9/2016 4:52
44040;Standard Class;Late delivery;1;6;4;10/10/2016 20:49
44036;First Class;Late delivery;1;2;1;10/6/2016 19:25
44031;Standard Class;Advance shipping;0;2;4;10/6/2016 17:40
44016;Standard Class;Advance shipping;0;2;4;10/6/2016 12:24
44006;Second Class;Shipping on time;0;2;2;10/6/2016 8:54
44004;Standard Class;Late delivery;1;5;4;10/9/2016 8:12
43995;Same Day;Shipping on time;0;0;0;10/4/2016 17:03
43992;Same Day;Shipping on time;0;0;0;10/4/2016 16:00
43986;Second Class;Shipping on time;0;2;2;10/6/2016 1:54
43973;Standard Class;Shipping on time;0;4;4;10/7/2016 21:21
43967;Standard Class;Advance shipping;0;3;4;10/6/2016 19:14
43954;Standard Class;Late delivery;1;5;4;10/8/2016 14:41
43950;Second Class;Late delivery;1;6;2;10/9/2016 13:17
43945;First Class;Shipping canceled;0;2;1;10/5/2016 11:32
43944;Same Day;Shipping on time;0;0;0;10/3/2016 23:11
43924;Standard Class;Late delivery;1;5;4;10/8/2016 4:11
43917;Same Day;Shipping on time;0;0;0;10/3/2016 13:43
43890;Standard Class;Shipping canceled;0;6;4;10/8/2016 16:16
43881;Second Class;Shipping canceled;0;2;2;10/4/2016 13:07
43875;Standard Class;Late delivery;1;6;4;10/8/2016 11:00
43872;Second Class;Late delivery;1;3;2;10/5/2016 9:57
43869;Standard Class;Late delivery;1;5;4;10/7/2016 8:54
43838;Standard Class;Shipping on time;0;4;4;10/5/2016 22:03
43822;Second Class;Late delivery;1;3;2;10/4/2016 16:26
43820;First Class;Late delivery;1;2;1;10/3/2016 15:44
43810;Standard Class;Late delivery;1;6;4;10/7/2016 12:14
43774;Second Class;Shipping canceled;0;5;2;10/5/2016 23:37
43766;Second Class;Shipping on time;0;2;2;10/2/2016 20:49
43765;Second Class;Late delivery;1;6;2;10/6/2016 20:28
43760;Same Day;Late delivery;1;1;0;10/1/2016 6:43
43748;Same Day;Late delivery;1;1;0;10/1/2016 2:31
43742;Standard Class;Advance shipping;0;3;4;10/3/2016 12:25
43711;Standard Class;Advance shipping;0;2;4;10/2/2016 1:33
43708;Standard Class;Shipping on time;0;4;4;10/4/2016 0:30
43701;First Class;Shipping canceled;0;2;1;10/1/2016 22:03
43677;Standard Class;Advance shipping;0;3;4;10/2/2016 13:38
43658;Standard Class;Shipping on time;0;4;4;10/3/2016 6:59
43652;Standard Class;Advance shipping;0;3;4;10/2/2016 4:53
43616;Standard Class;Advance shipping;0;2;4;9/30/2016 16:16
43588;Standard Class;Shipping on time;0;4;4;10/2/2016 6:28
43580;Standard Class;Late delivery;1;6;4;10/4/2016 3:39
43567;Standard Class;Advance shipping;0;3;4;9/30/2016 23:06
43563;Standard Class;Shipping on time;0;4;4;10/1/2016 21:42
43550;Standard Class;Late delivery;1;6;4;10/3/2016 17:09
43549;Second Class;Late delivery;1;5;2;10/2/2016 16:48
43526;Standard Class;Advance shipping;0;2;4;9/29/2016 8:44
43522;Standard Class;Advance shipping;0;3;4;9/30/2016 7:20
43519;Same Day;Shipping on time;0;0;0;9/27/2016 18:17
43509;Second Class;Late delivery;1;5;2;10/2/2016 2:47
43504;Second Class;Late delivery;1;5;2;10/2/2016 1:02
43463;Standard Class;Shipping on time;0;4;4;9/30/2016 10:40
43458;Standard Class;Shipping on time;0;4;4;9/30/2016 8:55
43435;Standard Class;Late delivery;1;6;4;10/2/2016 0:51
43371;First Class;Late delivery;1;2;1;9/27/2016 2:26
43369;Standard Class;Late delivery;1;5;4;9/30/2016 1:44
43345;Second Class;Shipping canceled;0;6;2;9/30/2016 17:20
43344;First Class;Late delivery;1;2;1;9/26/2016 16:59
43337;Standard Class;Advance shipping;0;3;4;9/27/2016 14:31
5627;Standard Class;Advance shipping;0;3;4;3/27/2015 3:02
5625;Standard Class;Late delivery;1;6;4;3/30/2015 2:20
5620;Standard Class;Late delivery;1;6;4;3/30/2015 0:35
5619;Standard Class;Late delivery;1;5;4;3/29/2015 0:14
5618;Standard Class;Shipping on time;0;4;4;3/27/2015 23:53
5613;Standard Class;Shipping canceled;0;4;4;3/27/2015 22:08
5595;Standard Class;Late delivery;1;6;4;3/29/2015 15:49
5589;Second Class;Late delivery;1;5;2;3/28/2015 13:43
5563;Standard Class;Shipping on time;0;4;4;3/27/2015 4:36
5559;Second Class;Late delivery;1;5;2;3/28/2015 3:12
5558;Second Class;Late delivery;1;4;2;3/27/2015 2:51
5537;Standard Class;Advance shipping;0;3;4;3/25/2015 19:30
5534;Second Class;Late delivery;1;5;2;3/27/2015 18:27
5532;Standard Class;Advance shipping;0;3;4;3/25/2015 17:45
5513;Standard Class;Shipping on time;0;4;4;3/26/2015 11:05
5502;First Class;Late delivery;1;2;1;3/24/2015 7:14
5493;Standard Class;Shipping on time;0;4;4;3/26/2015 4:05
5438;Standard Class;Shipping on time;0;4;4;3/25/2015 8:49
5424;Standard Class;Late delivery;1;5;4;3/26/2015 3:55
5414;Standard Class;Late delivery;1;5;4;3/26/2015 0:24
5381;First Class;Late delivery;1;2;1;3/22/2015 12:51
5380;First Class;Late delivery;1;2;1;3/22/2015 12:30
5347;Standard Class;Advance shipping;0;3;4;3/23/2015 0:56
5330;Standard Class;Late delivery;1;6;4;3/25/2015 18:59
5308;Second Class;Late delivery;1;4;2;3/23/2015 11:16
5305;Standard Class;Late delivery;1;6;4;3/25/2015 10:13
5300;Second Class;Late delivery;1;6;2;3/25/2015 8:28
5296;Same Day;Shipping on time;0;0;0;3/19/2015 19:04
5291;Standard Class;Advance shipping;0;2;4;3/21/2015 5:19
5279;Second Class;Late delivery;1;5;2;3/24/2015 1:07
5265;Second Class;Late delivery;1;6;2;3/24/2015 20:12
5241;Standard Class;Advance shipping;0;2;4;3/20/2015 11:48
5219;Standard Class;Late delivery;1;5;4;3/23/2015 4:05
5192;Second Class;Late delivery;1;3;2;3/20/2015 18:38
5190;Second Class;Late delivery;1;6;2;3/23/2015 17:56
5189;Second Class;Shipping canceled;0;5;2;3/22/2015 17:35
5164;Standard Class;Late delivery;1;5;4;3/22/2015 8:49
5140;Second Class;Late delivery;1;6;2;3/23/2015 0:25
5139;Second Class;Late delivery;1;5;2;3/22/2015 0:04
5121;Same Day;Late delivery;1;1;0;3/17/2015 5:45
5099;Standard Class;Late delivery;1;5;4;3/21/2015 10:03
5091;Standard Class;Advance shipping;0;2;4;3/18/2015 7:15
5088;Standard Class;Shipping on time;0;4;4;3/20/2015 6:12
5067;Second Class;Late delivery;1;3;2;3/18/2015 22:50
5043;Second Class;Late delivery;1;4;2;3/19/2015 14:26
5040;Second Class;Late delivery;1;6;2;3/21/2015 13:23
5038;Standard Class;Shipping canceled;0;4;4;3/19/2015 12:41
5020;Standard Class;Late delivery;1;6;4;3/21/2015 6:22
5013;Standard Class;Shipping on time;0;4;4;3/19/2015 3:55
5008;Standard Class;Shipping on time;0;4;4;3/19/2015 2:10
5004;Standard Class;Late delivery;1;5;4;3/20/2015 0:46
4994;Standard Class;Late delivery;1;5;4;3/19/2015 21:16
4972;Standard Class;Advance shipping;0;3;4;3/17/2015 13:33
4965;Standard Class;Late delivery;1;6;4;3/20/2015 11:06
4962;Standard Class;Advance shipping;0;3;4;3/17/2015 10:03
4937;First Class;Late delivery;1;2;1;3/16/2015 1:18
4933;First Class;Late delivery;1;2;1;3/15/2015 23:53
4906;First Class;Late delivery;1;2;1;3/15/2015 14:26
4900;First Class;Late delivery;1;2;1;3/15/2015 12:20
4868;Standard Class;Shipping canceled;0;4;4;3/17/2015 1:07
4864;Standard Class;Late delivery;1;5;4;3/17/2015 23:43
4863;Standard Class;Shipping on time;0;4;4;3/16/2015 23:22
4846;Standard Class;Advance shipping;0;2;4;3/14/2015 17:25
4813;Standard Class;Shipping on time;0;4;4;3/16/2015 5:51
4803;First Class;Late delivery;1;2;1;3/14/2015 2:21
4798;Standard Class;Shipping on time;0;4;4;3/16/2015 0:36
4795;Second Class;Late delivery;1;6;2;3/17/2015 23:33
4791;Second Class;Shipping on time;0;2;2;3/13/2015 22:09
4751;Same Day;Shipping on time;0;0;0;3/11/2015 20:08
4725;Standard Class;Late delivery;1;6;4;3/16/2015 23:01
4715;Same Day;Late delivery;1;1;0;3/11/2015 7:31
4693;Standard Class;Shipping on time;0;4;4;3/14/2015 11:49
4680;Standard Class;Late delivery;1;6;4;3/16/2015 7:15
4644;Standard Class;Late delivery;1;5;4;3/14/2015 18:38
4633;Standard Class;Shipping on time;0;4;4;3/13/2015 14:47
4628;First Class;Late delivery;1;2;1;3/11/2015 13:02
4609;Standard Class;Late delivery;1;5;4;3/14/2015 6:23
4601;Standard Class;Advance shipping;0;2;4;3/11/2015 3:35
4556;Second Class;Shipping on time;0;2;2;3/10/2015 11:49
4553;Standard Class;Shipping on time;0;4;4;3/12/2015 10:46
4542;First Class;Late delivery;1;2;1;3/10/2015 6:54
4514;Standard Class;Late delivery;1;5;4;3/12/2015 21:06
4506;Standard Class;Advance shipping;0;2;4;3/9/2015 18:18
4485;Standard Class;Late delivery;1;6;4;3/13/2015 10:56
4476;Standard Class;Advance shipping;0;2;4;3/9/2015 7:47
4452;Second Class;Late delivery;1;3;2;3/9/2015 23:23
4445;First Class;Late delivery;1;2;1;3/8/2015 20:55
4417;Second Class;Late delivery;1;3;2;3/9/2015 11:07
4407;Second Class;Late delivery;1;3;2;3/9/2015 7:37
4399;Second Class;Late delivery;1;5;2;3/11/2015 4:48
4397;Second Class;Late delivery;1;3;2;3/9/2015 4:06
4391;Standard Class;Advance shipping;0;2;4;3/8/2015 2:00
4385;First Class;Late delivery;1;2;1;3/7/2015 23:54
4359;First Class;Late delivery;1;2;1;3/7/2015 14:48
4344;Same Day;Shipping on time;0;0;0;3/5/2015 21:32
4330;Standard Class;Late delivery;1;6;4;3/11/2015 4:38
4306;Standard Class;Advance shipping;0;2;4;3/6/2015 20:14
4252;Standard Class;Advance shipping;0;3;4;3/7/2015 1:18
4223;Standard Class;Shipping canceled;0;4;4;3/7/2015 15:09
4218;Standard Class;Shipping on time;0;4;4;3/7/2015 13:24
4204;Standard Class;Late delivery;1;5;4;3/8/2015 8:29
4201;Standard Class;Advance shipping;0;2;4;3/5/2015 7:26
4197;Same Day;Shipping on time;0;0;0;3/3/2015 18:02
4176;Standard Class;Advance shipping;0;2;4;3/4/2015 22:41
4155;Standard Class;Late delivery;1;6;4;3/8/2015 15:19
4148;Same Day;Late delivery;1;1;0;3/3/2015 0:52
4132;Standard Class;Advance shipping;0;3;4;3/5/2015 7:16
4130;Standard Class;Late delivery;1;6;4;3/8/2015 6:34
4125;Second Class;Late delivery;1;6;2;3/8/2015 4:49
4124;Second Class;Late delivery;1;5;2;3/7/2015 4:28
4120;Second Class;Late delivery;1;6;2;3/8/2015 3:04
4105;Standard Class;Late delivery;1;6;4;3/7/2015 21:48
4093;Standard Class;Shipping on time;0;4;4;3/5/2015 17:36
4085;Same Day;Late delivery;1;1;0;3/2/2015 2:48
4083;Same Day;Late delivery;1;1;0;3/2/2015 2:06
4065;Standard Class;Late delivery;1;6;4;3/7/2015 7:48
4052;Standard Class;Advance shipping;0;3;4;3/4/2015 3:14
4050;Standard Class;Late delivery;1;6;4;3/7/2015 2:32
4006;Same Day;Shipping canceled;0;0;0;2/28/2015 23:07
3963;Standard Class;Shipping on time;0;4;4;3/3/2015 20:03
3954;Second Class;Shipping canceled;0;5;2;3/4/2015 16:54
3953;First Class;Shipping canceled;0;2;1;3/1/2015 16:33
3933;Second Class;Late delivery;1;4;2;3/3/2015 9:33
3902;Standard Class;Advance shipping;0;3;4;3/1/2015 22:41
3893;Standard Class;Shipping on time;0;4;4;3/2/2015 19:32
3886;Second Class;Shipping on time;0;2;2;2/28/2015 17:05
3875;Second Class;Late delivery;1;6;2;3/4/2015 13:14
3873;First Class;Late delivery;1;2;1;2/28/2015 12:32
3852;Standard Class;Advance shipping;0;3;4;3/1/2015 5:10
3843;First Class;Late delivery;1;2;1;2/28/2015 2:01
3831;Standard Class;Advance shipping;0;2;4;2/27/2015 21:49
3827;Standard Class;Advance shipping;0;3;4;2/28/2015 20:25
3824;Second Class;Late delivery;1;5;2;3/2/2015 19:22
3817;Standard Class;Advance shipping;0;3;4;2/28/2015 16:54
3815;Standard Class;Late delivery;1;6;4;3/3/2015 16:12
3797;Standard Class;Shipping canceled;0;3;4;2/28/2015 9:54
3796;Standard Class;Advance shipping;0;2;4;2/27/2015 9:33
3785;Same Day;Shipping on time;0;0;0;2/25/2015 17:42
3779;Standard Class;Late delivery;1;5;4;3/2/2015 3:36
3777;Second Class;Late delivery;1;3;2;2/28/2015 2:54
3775;Second Class;Late delivery;1;6;2;3/3/2015 2:12
3763;Standard Class;Shipping on time;0;4;4;2/28/2015 21:59
3736;Standard Class;Advance shipping;0;2;4;2/26/2015 12:32
3714;Standard Class;Late delivery;1;5;4;3/1/2015 4:49
3673;Second Class;Shipping canceled;0;4;2;2/27/2015 14:27
3668;First Class;Late delivery;1;2;1;2/25/2015 12:42
3665;Standard Class;Late delivery;1;6;4;3/1/2015 11:39
3647;Standard Class;Advance shipping;0;3;4;2/26/2015 5:21
3645;Second Class;Shipping canceled;0;6;2;3/1/2015 4:39
3638;Standard Class;Shipping on time;0;4;4;2/27/2015 2:12
3619;Same Day;Late delivery;1;1;0;2/23/2015 7:32
3576;Standard Class;Advance shipping;0;2;4;2/24/2015 4:28
3575;Standard Class;Late delivery;1;6;4;2/28/2015 4:07
3557;Standard Class;Advance shipping;0;3;4;2/24/2015 21:49
3546;Standard Class;Advance shipping;0;2;4;2/23/2015 17:58
3529;Second Class;Late delivery;1;5;2;2/26/2015 12:00
3485;Standard Class;Late delivery;1;6;4;2/26/2015 20:36
3471;Standard Class;Advance shipping;0;2;4;2/22/2015 15:41
3464;Standard Class;Late delivery;1;5;4;2/25/2015 13:14
3448;First Class;Late delivery;1;2;1;2/22/2015 7:38
3400;Standard Class;Late delivery;1;6;4;2/25/2015 14:49
3375;Standard Class;Late delivery;1;6;4;2/25/2015 6:03
3343;Second Class;Late delivery;1;4;2;2/22/2015 18:51
3342;Standard Class;Shipping canceled;0;3;4;2/21/2015 18:30
3340;Second Class;Late delivery;1;6;2;2/24/2015 17:48
3338;Second Class;Late delivery;1;4;2;2/22/2015 17:05
3328;First Class;Late delivery;1;2;1;2/20/2015 13:35
3278;Standard Class;Shipping on time;0;4;4;2/21/2015 20:04
3272;Same Day;Late delivery;1;1;0;2/18/2015 5:58
3261;Standard Class;Advance shipping;0;2;4;2/19/2015 14:07
3253;Standard Class;Shipping on time;0;4;4;2/21/2015 11:19
3244;Standard Class;Late delivery;1;5;4;2/22/2015 8:10
3242;Standard Class;Advance shipping;0;3;4;2/20/2015 7:28
3218;Standard Class;Shipping on time;0;4;4;2/20/2015 23:03
3213;Standard Class;Shipping on time;0;4;4;2/20/2015 21:18
3191;Standard Class;Advance shipping;0;2;4;2/18/2015 13:35
3189;Standard Class;Late delivery;1;5;4;2/21/2015 12:53
3172;First Class;Late delivery;1;2;1;2/18/2015 6:56
3154;Standard Class;Late delivery;1;5;4;2/21/2015 0:38
3144;Second Class;Late delivery;1;5;2;2/20/2015 21:07
3131;Second Class;Shipping on time;0;2;2;2/17/2015 16:34
3103;Standard Class;Shipping on time;0;4;4;2/19/2015 6:46
3089;Second Class;Late delivery;1;5;2;2/20/2015 1:51
3084;First Class;Late delivery;1;2;1;2/17/2015 0:06
3060;Standard Class;Late delivery;1;6;4;2/20/2015 15:42
3044;Same Day;Shipping on time;0;0;0;2/14/2015 22:05
3037;Standard Class;Advance shipping;0;3;4;2/17/2015 7:38
3014;Standard Class;Late delivery;1;5;4;2/18/2015 23:35
3010;Standard Class;Late delivery;1;6;4;2/19/2015 22:11
3003;Standard Class;Shipping on time;0;4;4;2/17/2015 19:44
3002;Standard Class;Advance shipping;0;3;4;2/16/2015 19:23
2993;Second Class;Late delivery;1;4;2;2/17/2015 16:13
2990;First Class;Shipping canceled;0;2;1;2/15/2015 15:10
2984;Second Class;Shipping canceled;0;5;2;2/18/2015 13:04
2978;Standard Class;Shipping on time;0;4;4;2/17/2015 10:58
2955;Standard Class;Late delivery;1;6;4;2/19/2015 2:55
2945;Second Class;Shipping canceled;0;6;2;2/18/2015 23:24
2944;Standard Class;Late delivery;1;5;4;2/17/2015 23:03
2928;First Class;Late delivery;1;2;1;2/14/2015 17:27
2915;Second Class;Shipping canceled;0;6;2;2/18/2015 12:54
2910;Standard Class;Late delivery;1;6;4;2/18/2015 11:09
2907;Standard Class;Advance shipping;0;3;4;2/15/2015 10:06
2897;Standard Class;Advance shipping;0;3;4;2/15/2015 6:35
2888;Standard Class;Shipping on time;0;4;4;2/16/2015 3:26
2882;Standard Class;Advance shipping;0;3;4;2/15/2015 1:20
2876;Standard Class;Advance shipping;0;2;4;2/13/2015 23:14
2832;Second Class;Late delivery;1;3;2;2/14/2015 7:49
2830;Second Class;Late delivery;1;6;2;2/17/2015 7:07
2811;Second Class;Shipping on time;0;2;2;2/13/2015 0:28
2799;Second Class;Late delivery;1;5;2;2/15/2015 20:15
2791;First Class;Late delivery;1;2;1;2/12/2015 17:27
2767;Second Class;Late delivery;1;3;2;2/13/2015 9:03
2753;Standard Class;Shipping on time;0;4;4;2/14/2015 4:08
2740;First Class;Shipping canceled;0;2;1;2/11/2015 23:35
2738;Same Day;Late delivery;1;1;0;2/10/2015 10:53
2737;Standard Class;Advance shipping;0;3;4;2/12/2015 22:32
2733;Second Class;Late delivery;1;4;2;2/13/2015 21:08
2713;Standard Class;Shipping on time;0;4;4;2/13/2015 14:08
2709;Same Day;Late delivery;1;1;0;2/10/2015 0:43
2708;Same Day;Late delivery;1;1;0;2/10/2015 0:22
2686;Standard Class;Advance shipping;0;2;4;2/11/2015 4:40
2676;Standard Class;Advance shipping;0;2;4;2/11/2015 1:10
2673;Second Class;Late delivery;1;4;2;2/13/2015 0:07
2667;Standard Class;Advance shipping;0;3;4;2/11/2015 22:01
2655;Second Class;Late delivery;1;6;2;2/14/2015 17:48
2649;Standard Class;Late delivery;1;5;4;2/13/2015 15:42
2626;Second Class;Shipping on time;0;2;2;2/10/2015 7:39
2621;Second Class;Shipping on time;0;2;2;2/10/2015 5:54
2595;Second Class;Late delivery;1;6;2;2/13/2015 20:47
2594;Second Class;Late delivery;1;5;2;2/12/2015 20:26
2581;Standard Class;Advance shipping;0;2;4;2/9/2015 15:53
2580;Standard Class;Late delivery;1;6;4;2/13/2015 15:32
2573;Standard Class;Shipping on time;0;4;4;2/11/2015 13:05
2570;Second Class;Late delivery;1;6;2;2/13/2015 12:02
2555;Standard Class;Late delivery;1;6;4;2/13/2015 6:46
2531;Second Class;Shipping on time;0;2;2;2/8/2015 22:22
2508;Standard Class;Shipping on time;0;4;4;2/10/2015 14:18
2478;Standard Class;Shipping on time;0;4;4;2/10/2015 3:48
2477;Standard Class;Advance shipping;0;3;4;2/9/2015 3:27
2470;First Class;Late delivery;1;2;1;2/8/2015 1:00
2447;Standard Class;Advance shipping;0;3;4;2/8/2015 16:56
2441;Second Class;Shipping on time;0;2;2;2/7/2015 14:50
2437;Second Class;Late delivery;1;3;2;2/8/2015 13:26
2424;Standard Class;Late delivery;1;5;4;2/10/2015 8:53
2413;Standard Class;Shipping on time;0;4;4;2/9/2015 5:01
2401;First Class;Late delivery;1;2;1;2/7/2015 0:49
2374;Second Class;Late delivery;1;5;2;2/9/2015 15:22
2347;Standard Class;Advance shipping;0;3;4;2/7/2015 5:54
2335;Standard Class;Late delivery;1;6;4;2/10/2015 1:42
2333;Standard Class;Shipping on time;0;4;4;2/8/2015 1:00
2330;Standard Class;Late delivery;1;6;4;2/9/2015 23:57
2321;Second Class;Shipping canceled;0;2;2;2/5/2015 20:47
2306;Standard Class;Advance shipping;0;2;4;2/5/2015 15:32
2300;Standard Class;Late delivery;1;6;4;2/9/2015 13:26
2292;Second Class;Late delivery;1;3;2;2/6/2015 10:38
2285;Standard Class;Late delivery;1;6;4;2/9/2015 8:11
2274;Standard Class;Late delivery;1;5;4;2/8/2015 4:19
2264;Second Class;Shipping canceled;0;5;2;2/8/2015 0:49
2239;Standard Class;Late delivery;1;5;4;2/7/2015 16:04
2211;Standard Class;Advance shipping;0;2;4;2/4/2015 6:15
2179;Standard Class;Late delivery;1;5;4;2/6/2015 19:03
2162;Standard Class;Advance shipping;0;3;4;2/4/2015 13:05
2150;Standard Class;Shipping canceled;0;6;4;2/7/2015 8:53
2103;Standard Class;Shipping on time;0;4;4;2/4/2015 16:25
2084;Standard Class;Late delivery;1;5;4;2/5/2015 9:46
2074;Standard Class;Late delivery;1;5;4;2/5/2015 6:15
2063;Standard Class;Shipping on time;0;4;4;2/4/2015 2:24
2060;Second Class;Shipping canceled;0;6;2;2/6/2015 1:21
2058;Standard Class;Shipping on time;0;4;4;2/4/2015 0:39
2029;Standard Class;Late delivery;1;5;4;2/4/2015 14:29
2021;Second Class;Shipping on time;0;2;2;2/1/2015 11:41
2015;Standard Class;Late delivery;1;6;4;2/5/2015 9:35
2010;Standard Class;Late delivery;1;6;4;2/5/2015 7:50
1997;First Class;Late delivery;1;2;1;2/1/2015 3:17
1981;Standard Class;Advance shipping;0;2;4;1/31/2015 21:40
1979;Standard Class;Late delivery;1;5;4;2/3/2015 20:58
1975;Standard Class;Late delivery;1;6;4;2/4/2015 19:34
1916;Standard Class;Shipping canceled;0;2;4;1/30/2015 22:54
1886;Standard Class;Advance shipping;0;2;4;1/30/2015 12:23
1853;Standard Class;Shipping on time;0;4;4;2/1/2015 0:50
1841;First Class;Late delivery;1;2;1;1/29/2015 20:38
1814;Same Day;Shipping on time;0;0;0;1/27/2015 23:10
1812;Standard Class;Advance shipping;0;3;4;1/30/2015 10:28
1805;Standard Class;Late delivery;1;6;4;2/2/2015 8:01
1800;First Class;Late delivery;1;2;1;1/29/2015 6:16
1766;Standard Class;Advance shipping;0;2;4;1/28/2015 18:21
1761;First Class;Late delivery;1;2;1;1/28/2015 16:36
1751;Standard Class;Advance shipping;0;2;4;1/28/2015 13:06
1747;Standard Class;Shipping canceled;0;3;4;1/29/2015 11:42
1746;Standard Class;Advance shipping;0;2;4;1/28/2015 11:21
1742;Standard Class;Advance shipping;0;3;4;1/29/2015 9:56
1728;Second Class;Late delivery;1;4;2;1/30/2015 5:02
1693;Standard Class;Shipping on time;0;4;4;1/29/2015 16:46
1682;Standard Class;Advance shipping;0;3;4;1/28/2015 12:55
1680;Standard Class;Late delivery;1;6;4;1/31/2015 12:13
1678;First Class;Late delivery;1;2;1;1/27/2015 11:31
1667;Standard Class;Advance shipping;0;3;4;1/28/2015 7:40
1666;Standard Class;Advance shipping;0;2;4;1/27/2015 7:19
1660;Standard Class;Late delivery;1;6;4;1/31/2015 5:13
1645;Standard Class;Late delivery;1;6;4;1/30/2015 23:57
1637;Standard Class;Advance shipping;0;3;4;1/27/2015 21:09
1621;Standard Class;Advance shipping;0;2;4;1/26/2015 15:33
1588;First Class;Late delivery;1;2;1;1/26/2015 3:59
1575;Second Class;Late delivery;1;6;2;1/29/2015 23:26
1570;Standard Class;Late delivery;1;6;4;1/29/2015 21:41
1562;Standard Class;Advance shipping;0;3;4;1/26/2015 18:53
1542;Standard Class;Advance shipping;0;3;4;1/26/2015 11:52
1528;Standard Class;Shipping on time;0;4;4;1/27/2015 6:58
1517;Second Class;Late delivery;1;3;2;1/26/2015 3:07
1492;Second Class;Shipping canceled;0;3;2;1/25/2015 18:21
1460;Standard Class;Late delivery;1;6;4;1/28/2015 7:09
1459;Standard Class;Late delivery;1;5;4;1/27/2015 6:48
1384;Standard Class;Late delivery;1;5;4;1/26/2015 4:31
1379;First Class;Late delivery;1;2;1;1/23/2015 2:46
1377;Second Class;Late delivery;1;3;2;1/24/2015 2:04
1365;Standard Class;Shipping canceled;0;6;4;1/26/2015 21:52
1360;Standard Class;Late delivery;1;6;4;1/26/2015 20:07
1348;Standard Class;Shipping on time;0;4;4;1/24/2015 15:54
1344;Standard Class;Late delivery;1;5;4;1/25/2015 14:30
1335;First Class;Late delivery;1;2;1;1/22/2015 11:21
1332;Standard Class;Advance shipping;0;3;4;1/23/2015 10:18
1290;Same Day;Late delivery;1;1;0;1/20/2015 7:35
1289;Standard Class;Late delivery;1;5;4;1/24/2015 19:14
1287;Standard Class;Advance shipping;0;3;4;1/22/2015 18:32
1286;Standard Class;Advance shipping;0;2;4;1/21/2015 18:11
1272;Standard Class;Advance shipping;0;3;4;1/22/2015 13:17
1271;First Class;Late delivery;1;2;1;1/21/2015 12:56
1260;Second Class;Late delivery;1;6;2;1/25/2015 9:05
1257;Second Class;Late delivery;1;3;2;1/22/2015 8:01
1256;Second Class;Shipping on time;0;2;2;1/21/2015 7:40
1216;First Class;Late delivery;1;2;1;1/20/2015 17:40
1208;Standard Class;Shipping on time;0;4;4;1/22/2015 14:51
1191;Standard Class;Advance shipping;0;2;4;1/20/2015 8:54
1189;Second Class;Late delivery;1;5;2;1/23/2015 8:12
1183;Same Day;Shipping on time;0;0;0;1/18/2015 18:06
1153;Second Class;Late delivery;1;4;2;1/21/2015 19:35
1137;Standard Class;Advance shipping;0;3;4;1/20/2015 13:59
1117;Standard Class;Shipping canceled;0;3;4;1/20/2015 6:59
1107;Standard Class;Advance shipping;0;3;4;1/20/2015 3:28
1100;Standard Class;Shipping canceled;0;6;4;1/23/2015 1:01
1095;Standard Class;Late delivery;1;6;4;1/22/2015 23:16
1092;Second Class;Late delivery;1;3;2;1/19/2015 22:13
1090;Same Day;Late delivery;1;1;0;1/17/2015 9:31
1079;Second Class;Late delivery;1;5;2;1/21/2015 17:40
1049;Second Class;Late delivery;1;5;2;1/21/2015 7:09
1029;Standard Class;Late delivery;1;5;4;1/21/2015 0:09
1025;Same Day;Late delivery;1;1;0;1/16/2015 10:45
1017;First Class;Late delivery;1;2;1;1/17/2015 19:57
1009;Standard Class;Late delivery;1;5;4;1/20/2015 17:08
999;Second Class;Late delivery;1;5;2;1/20/2015 13:38
993;First Class;Shipping canceled;0;2;1;1/17/2015 11:32
978;First Class;Late delivery;1;2;1;1/17/2015 6:17
955;Standard Class;Shipping canceled;0;6;4;1/20/2015 22:13
946;Standard Class;Advance shipping;0;2;4;1/16/2015 19:04
940;Standard Class;Shipping canceled;0;6;4;1/20/2015 16:58
935;Second Class;Late delivery;1;6;2;1/20/2015 15:13
930;Standard Class;Late delivery;1;6;4;1/20/2015 13:28
922;Same Day;Shipping on time;0;0;0;1/14/2015 22:40
908;Second Class;Late delivery;1;4;2;1/18/2015 5:45
853;Standard Class;Shipping on time;0;4;4;1/17/2015 10:29
852;Standard Class;Advance shipping;0;3;4;1/16/2015 10:08
846;Standard Class;Advance shipping;0;2;4;1/15/2015 8:02
797;Second Class;Late delivery;1;3;2;1/15/2015 14:52
762;First Class;Late delivery;1;2;1;1/14/2015 2:36
761;First Class;Late delivery;1;2;1;1/14/2015 2:15
750;Standard Class;Late delivery;1;6;4;1/17/2015 22:24
716;Standard Class;Shipping canceled;0;2;4;1/13/2015 10:29
681;First Class;Late delivery;1;2;1;1/12/2015 22:14
666;Standard Class;Advance shipping;0;2;4;1/12/2015 16:58
662;Standard Class;Advance shipping;0;3;4;1/13/2015 15:34
653;Second Class;Late delivery;1;4;2;1/14/2015 12:25
644;First Class;Late delivery;1;2;1;1/12/2015 9:16
628;Second Class;Late delivery;1;4;2;1/14/2015 3:39
